time,open,high,low,close,volume
2026-06-05 12:15:00+00:00,1.16404,1.16407,1.16344,1.16344,1166.85
2026-06-05 12:30:00+00:00,1.16346,1.16352,1.16053,1.1607,6782.65
2026-06-05 12:45:00+00:00,1.16069,1.16082,1.15861,1.15863,3708.02
2026-06-05 13:00:00+00:00,1.15864,1.15995,1.1584,1.15955,6321.96
2026-06-05 13:15:00+00:00,1.15954,1.15989,1.15837,1.15846,3138.65
2026-06-05 13:30:00+00:00,1.15846,1.15866,1.15768,1.15808,4369.58
2026-06-05 13:45:00+00:00,1.15811,1.15854,1.15717,1.15719,3617.29
2026-06-05 14:00:00+00:00,1.15718,1.15805,1.15608,1.15622,4331.96
2026-06-05 14:15:00+00:00,1.15622,1.15623,1.15538,1.15557,2775.18
2026-06-05 14:30:00+00:00,1.15557,1.15618,1.15496,1.15515,2611.84
2026-06-05 14:45:00+00:00,1.15514,1.156,1.15514,1.15588,2825.83
2026-06-05 15:00:00+00:00,1.15591,1.156,1.1546,1.15465,2414.33
2026-06-05 15:15:00+00:00,1.15465,1.15509,1.15438,1.15466,2783.25
2026-06-05 15:30:00+00:00,1.15464,1.1548,1.15344,1.15364,1879.56
2026-06-05 15:45:00+00:00,1.15365,1.15366,1.15314,1.15325,1623.53
2026-06-05 16:00:00+00:00,1.15324,1.15325,1.15263,1.15281,2609.91
2026-06-05 16:15:00+00:00,1.1528,1.15305,1.15231,1.15267,2245.59
2026-06-05 16:30:00+00:00,1.15266,1.15266,1.15223,1.15247,1442.02
2026-06-05 16:45:00+00:00,1.15247,1.15329,1.15244,1.15321,1664.09
2026-06-05 17:00:00+00:00,1.15322,1.1533,1.15266,1.15288,1392.75
2026-06-05 17:15:00+00:00,1.15288,1.15296,1.1526,1.15271,1385.73
2026-06-05 17:30:00+00:00,1.1527,1.15276,1.1522,1.15224,1162.79
2026-06-05 17:45:00+00:00,1.15223,1.15254,1.15194,1.15241,1214.1
2026-06-05 18:00:00+00:00,1.15241,1.15251,1.15194,1.15209,1131.3
2026-06-05 18:15:00+00:00,1.15208,1.15259,1.15201,1.15223,1333.79
2026-06-05 18:30:00+00:00,1.15221,1.15267,1.15219,1.1523,971.1
2026-06-05 18:45:00+00:00,1.15228,1.15289,1.15209,1.15228,1545.3700000000001
2026-06-05 19:00:00+00:00,1.15228,1.15235,1.15187,1.15198,1293.75
2026-06-05 19:15:00+00:00,1.15197,1.15223,1.15183,1.15218,1101.82
2026-06-05 19:30:00+00:00,1.15219,1.15248,1.15204,1.1524,683.55
2026-06-05 19:45:00+00:00,1.15239,1.15272,1.15235,1.15251,737.94
2026-06-05 20:00:00+00:00,1.1525,1.15253,1.15179,1.1518,629.1
2026-06-05 20:15:00+00:00,1.1518,1.1524,1.15179,1.15234,371.92
2026-06-05 20:30:00+00:00,1.15236,1.15261,1.15216,1.15224,452.69
2026-06-05 20:45:00+00:00,1.15226,1.15246,1.15185,1.15193,1192.23
2026-06-07 21:00:00+00:00,1.15093,1.15113,1.15093,1.15113,54.08
2026-06-07 21:15:00+00:00,1.15113,1.15125,1.15089,1.15106,69.59
2026-06-07 21:30:00+00:00,1.15104,1.15121,1.15092,1.15096,135.82999999999998
2026-06-07 21:45:00+00:00,1.15097,1.15108,1.15081,1.15104,127.35
2026-06-07 22:00:00+00:00,1.15102,1.15169,1.15089,1.15169,929.02
2026-06-07 22:15:00+00:00,1.15168,1.15186,1.15131,1.15134,958.8199999999999
2026-06-07 22:30:00+00:00,1.15132,1.15164,1.15119,1.1514,382.5
2026-06-07 22:45:00+00:00,1.15138,1.15153,1.15104,1.1513,677.91
2026-06-07 23:00:00+00:00,1.15129,1.15177,1.15129,1.15175,761.4
2026-06-07 23:15:00+00:00,1.15174,1.15202,1.15173,1.15182,635.85
2026-06-07 23:30:00+00:00,1.15182,1.15204,1.15177,1.15195,312.97
2026-06-07 23:45:00+00:00,1.15192,1.15227,1.15184,1.15219,451.8
2026-06-08 00:00:00+00:00,1.15218,1.15245,1.15209,1.1523,566.1
2026-06-08 00:15:00+00:00,1.1523,1.15246,1.15208,1.15225,545.85
2026-06-08 00:30:00+00:00,1.15224,1.15281,1.15224,1.1528,753.35
2026-06-08 00:45:00+00:00,1.15281,1.15335,1.15275,1.15334,995.48
2026-06-08 01:00:00+00:00,1.15332,1.15347,1.15299,1.153,1267.65
2026-06-08 01:15:00+00:00,1.15302,1.15307,1.15177,1.15195,2345.38
2026-06-08 01:30:00+00:00,1.15195,1.15245,1.15117,1.15237,2532.37
2026-06-08 01:45:00+00:00,1.15238,1.1527,1.15214,1.15264,1334.25
2026-06-08 02:00:00+00:00,1.15265,1.15278,1.15204,1.1524,1084.05
2026-06-08 02:15:00+00:00,1.1524,1.153,1.15232,1.1529,726.75
2026-06-08 02:30:00+00:00,1.1529,1.15293,1.15258,1.15289,783.22
2026-06-08 02:45:00+00:00,1.15288,1.15315,1.15278,1.15285,665.1
2026-06-08 03:00:00+00:00,1.15286,1.15291,1.1526,1.15271,575.1
2026-06-08 03:15:00+00:00,1.15273,1.15286,1.15259,1.15275,380.25
2026-06-08 03:30:00+00:00,1.15274,1.15301,1.15272,1.15298,469.35
2026-06-08 03:45:00+00:00,1.15299,1.15324,1.15291,1.15323,379.8
